Q Matrisi
0.0	201.6	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
160.8	0.0	0.0	0.0	0.0	252.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	201.6	0.0	0.0	316.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	252.8	0.0	0.0	0.0	0.0	160.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
160.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	201.6	0.0	0.0	0.0	0.0	316.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	252.8	0.0	0.0	252.8	0.0	0.0	0.0	0.0	396.8	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	201.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.8	0.0	0.0	201.6	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.8	0.0	396.8	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	316.8	0.0	0.0	316.8	0.0	316.8	0.0	0.0	496.8	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.8	0.0	0.0	0.0	0.0	252.8	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.8	0.0	0.0	0.0	0.0	160.8	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.6	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.8	0.0	0.0	0.0	496.8	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.8	0.0	0.0	0.0	0.0	
